PMID,Title,Author,Abstract
26711998,Discontinuity in the genetic and environmental causes of the intellectual disability spectrum,Abraham Reichenberg,"Intellectual disability (ID) occurs in almost 3% of newborns. Despite substantial research, a fundamental question about its origin and links to intelligence (IQ) still remains. ID has been shown to be inherited and has been accepted as the extreme low of the normal IQ distribution. However, ID displays a complex pattern of inheritance. Previously, noninherited rare mutations were shown to contribute to severe ID risk in individual families, but in the majority of cases causes remain unknown. Common variants associated with ID risk in the population have not been systematically established. Here we evaluate the hypothesis, originally proposed almost 1 century ago, that most ID is caused by the same genetic and environmental influences responsible for the normal distribution of IQ, but that severe ID is not. We studied more than 1,000,000 sibling pairs and 9,000 twin pairs assessed for IQ and for the presence of ID. We evaluated whether genetic and environmental influences at the extremes of the distribution are different from those operating in the normal range. Here we show that factors influencing mild ID (lowest 3% of IQ distribution) were similar to those influencing IQ in the normal range. In contrast, the factors influencing severe ID (lowest 0.5% of IQ distribution) differ from those influencing mild ID or IQ scores in the normal range. Taken together, our results suggest that most severe ID is a distinct condition, qualitatively different from the preponderance of ID, which, in turn, represents the low extreme of the normal distribution of intelligence."
26711704,"Parent and Child Independent Report of Emotional Responses to Asthma-Specific Vignettes: The Relationship Between Emotional States, Self-Management Behaviors, and Symptoms",Kelly M Conn,"Little is known about the emotional intelligence (EI) of parents and their children with asthma. Objectives of this study were to assess: 1) parent's and children's report of emotions in response to an asthma vignette (proxy for EI) and 2) the relationship between emotions, self-management behaviors, and symptoms. Design and methods: We conducted a descriptive, mixed methods study of children 7-12 years old with asthma. Parent-Child dyads (n=104) responded to an asthma vignette to gain insight into emotions, symptoms, and self-management behaviors. Additional questions assessed confidence and worry using a 5-point Likert scale. Thematic analyses and descriptive statistics were used to assess qualitative and quantitative outcomes. Results: Children were predominantly male (58%), 7-9 (58%), and White (46%). The most common negative emotions reported by children were scared and sad. Children who sought help from an adult were less likely to report using medications compared to children who did not seek help (39.5% vs. 62.3%, p=.029). Children with low worry and high confidence had fewer symptoms compared to children reporting high worry and low confidence (symptoms: days 3.24 vs. 6.77, p=.012, nights 2.71 vs. 5.36, p=.004). Conclusions: Children provided appropriate emotional responses to the asthma vignette; emotions were related to self-management behaviors and symptoms. More studies are needed to specifically assess EI in this population. Practice implications: Parents and children with greater EI may be better able to understand their needs, engage in self-management behaviors, and communicate with their nurses, to improve their support network and ability to access services."
26711204,Effects of patient-controlled intravenous analgesia with dexmedetomidine and sufentanil on postoperative cognition in elderly patients after spine surgery],Kun Wang,"Objective: To explore the effect of patient-controlled intravenous analgesia (PCIA) with dexmedetomidine and sufentanil on early postoperative cognition in elderly patients after spine surgery. Methods: One hundred fifty-two patients aged more than 60 yr with ASA I-III undergoing elective spine surgery were randomly assigned into two groups: Group S received PCIA with only sufentanil (n=77); Group D received PCIA with dexmedetomidine and sufentanil (n=75). The severity of pain at rest and upon movement was measured at 1, 2, 6, 12, 24 and 48 h after surgery using the 11-point numerical rating scale (NRS). Delirium was assessed daily within three days after surgery via the confusion assessment method. Cognitive function was measured at the day before surgery and at one week after surgery using a battery of neuropsychologic tests including Digit Span (forward and backward) subtests and Visual Retention and Paired Associate Verbal Learning subtests of Wechsler Memory Scale, Stroop Color Word Interference Test, Digit Symbol Substitution subtest of Wechsler Adult Intelligence Scale (DSST) and Trail Making Test (Part A). Results: The NRS scores at rest and upon movement at 6 to 48 h after surgery were lower in Group D than those in Group S (P<0.05). Postoperative delirium (POD) was present in 8 (10.4%) patients in Group S and 3 (4.0%) patients in Group D (χ2=4.206, P>0.05). Two patients with POD in Group S were treated with risperidone. Postoperative cognitive dysfunction (POCD) was present in 15 (19.5%) patients in Group S and 6 (8.0%) patients in Group D (χ2=4.206, P<0.05). Compared with the preoperative baselines, the scores of Digit Span backward, Visual Retention and DSST were significantly lower (3.7±1.3 vs 4.1±1.1, 7.7±2.0 vs 8.8±1.8, 25.2±7.8 vs 28.2±7.6; t=2.132, 3.585, 2.427, respectively, P<0.05) and the time to complete Stroop test was significantly longer in Group S (56.9±14.8 vs 50.2±14.7, t=-2.822, P<0.05), while only the score of Digit Span backward was significantly lower in Group D (3.6±1.2 vs 4.0±1.2, t=2.144, P<0.05). Conclusion: Dexmedetomidine combined with sufentanil in postoperative PCIA can result in superior analgesia and improve early postoperative cognitive function."
26708387,Neuropsychological deficits in BPD patients and the moderator effects of co-occurring mental disorders: A meta-analysis,Zsolt Unoka,"Studies have shown that patients with borderline personality disorder (BPD) have co-occurring disorders; literature has also suggested that BPD patients have impairments in neuropsychological functioning, as seen in a previous meta-analysis (Ruocco, 2005). This meta-analysis showed that neuropsychological functioning are marked areas of concern in BPD; however, this meta-analytic research did not assess the effects of co-occurring disorders on neuropsychological functioning in BPD patients. The current meta-analysis takes this into consideration and a systematic review of cross-sectional studies comparing neuropsychological performance of individuals with BPD with age-matched healthy comparison subjects was carried out. Potential moderators (i.e., age, gender, education level, and co-morbid mental disorders) were analyzed. Significant deficits were observed in the decision making, memory, executive functioning, processing speed, verbal intelligence, and visuospatial abilities. BPD patients with more education and with parents of a higher educational level had better neuropsychological functioning. Globally, BPD samples with a higher percentage of co-morbid personality disorders, major depression, eating disorders, or any substance abuse disorders performed worse than patients with a less percentage; however, anxiety disorders and PTSD co-morbidity did not affect the cognitive performance of the BPD group. Differences are seen dependent on neuropsychological domain and specific co-morbidity. These findings highlight the clinical relevance of characterizing cognitive functioning in BPD and the importance of considering demographic and clinical moderators in future analyses."
26708233,Can enriching emotional intelligence improve medical students' proactivity and adaptability during OB/GYN clerkships?,Stephanie H Guseh,"Objective: The purpose of this pilot study was to examine our hypothesis that enriching workplace emotional intelligence through resident coaches could improve third-year medical students' adaptability and proactivity on the Obstetrics and Gynecology clerkship. Methods: An observational pilot study was conducted in a teaching hospital. Fourteen 3rd year medical students from two cohorts of clerkships were randomly divided into two groups, and equally assigned to trained resident coaches and untrained resident coaches. Data was collected through onsite naturalistic observation of students' adaptability and proactivity in clinical settings using a checklist with a 4-point Likert scale (1=poor to 4=excellent). Wilcoxon rank-sum test was used to compare the differences between these two groups. Results: A total of 280 data points were collected through onsite observations conducted by investigators. All (n=14) students' adaptability and proactivity performance significantly improved from an average of 3.04 to 3.45 (p=0.014) over 6-week clerkship. Overall, students with trained resident coaches adapted significantly faster and were more proactive in the obstetrics and gynecology clinical setting than the students with untrained coaches (3.31 vs. 3.24, p=0.019). Conclusions: Findings from our pilot study supported our hypothesis that enriching workplace emotional intelligence knowledge through resident coaches was able to help medical students adapt into obstetrics and gynecology clinical settings faster and become more proactive in learning. Clerkship programs can incorporate the concept of a resident coach in their curriculum to help bridge medical students into clinical settings and to help them engage in self-directed learning throughout the rotation."
26707968,Between biomedical and psychological experiments: The unexpected connections between the Pasteur Institutes and the study of animal mind in the second quarter of twentieth-century France,Marion Thomas,"This article explores the unexpected connections between the Pasteur Institute in French Guinea and the study of animal mind in early twentieth century France. At a time when the study of animal intelligence was thriving in France and elsewhere, apes were appealing research subjects both in psychological and biomedical studies. Drawing on two case studies (Guillaume/Meyerson and Urbain), and then, on someone responding negatively to those connections, Thétard, this article shows how the long reach of biomedicine (linked to the prestige of Bernard and Pasteur) impinged on French biology and played a role in the tortuous, if not unsuccessful fate of animal psychology in France in the second quarter of the twentieth century. It shows how attempts to use apes (and other zoo animals) to yield new insights on animal psychology faced heavy restrictions or experienced false starts, and examines the reasons why animal psychology could not properly thrive at that time in France. Beyond the supremacy of biomedical interests over psychological ones, this article additionally explains that some individuals used animal behaviour studies as steppingstones in careers in which they proceeded on to other topics. Finally, it illustrates the tension between non-academic and academic people at a time when animal psychology was trying to acquire scientific legitimacy, and also highlights the difficulties attached to the scientific study of animals in a multipurpose and hybrid environment such as the early twentieth century Parisian zoo and also the Pasteur Institute of French Guinea."
26707354,Propranolol's impact on cognitive performance in post-traumatic stress disorder,Megan Mahabir,"Background: Propranolol has effectively diminished fear-based emotional memories in posttraumatic stress disorder (PTSD) and this effect has been attributed to traumatic memory reconsolidation blockade. However, propranolol may also exert cognitive effects by modulating stress and arousal. Method: Within a randomized double-blind placebo controlled trial, propranolol's impact on cognitive functioning was examined in individuals who were diagnosed with chronic PTSD. Participants received a single dose of 1mg/kg of propranolol (n=20) or placebo (n=21), and completed subtests of the Wechsler Adult Intelligence Scale third edition (WAIS-III). PTSD symptoms were assessed 1 week before and after treatment by the Impact of Event Scale Revised (IES-R). Results: The propranolol group performed significantly better on the Processing Speed composite measure compared to the placebo group. Furthermore, greater heart rate decreases were associated with higher Perceptual Organization performance, within the propranolol group. Limitations: The generalizability of results may have been reduced as participants were treatment seeking; the sample size was small and included a greater proportion of females.This study could not assess whether pre-existing psychological function influenced cognitive performance, post-trauma. Future studies might consider including a non-PTSD control group to determine if our findings are specific to propranolol's effect on PTSD associated cognitive impairment. Conclusions: Our preliminary results demonstrated that cognitive functioning improved following propranolol administration in PTSD patients. The implications are discussed with regards to the processing of traumatic events."
26707211,ARHGAP4 mutated in a Chinese intellectually challenged family,Fuhua Liu,"Objective: Mental retardation is characterized by lower intelligence compared to the average intelligence of persons the same age. These patients have low adaptive capacity acquired by society. The genetic factors of causing MR include monogenic disease, chromosome structural aberration, and chromosome number aberration and so on. We explored the cause of a Chinese family suffering from mental retardation. Methods: We used karyotyping technology to determine the karyotype of the proband, and we used FISH to verify the result of the karyotyping. We used whole-exome sequencing to identify the disease-causing gene and used Sanger sequencing to verify the result of whole-exome sequencing to assess the family's gene expression. Results: The G-banding of the karyotype revealed that the patient's karyotype is 46, XY. FISH revealed that the patient does not have a trisomy syndrome. The karyotype of the proband is normal. Using whole-exome sequencing, we identified 108,767 variants in the exome gene of the patient, including 101,787 SNPs and 6980 InDels. Combining clinical information and bioinformatics analysis, including databases filtering and SIFT analysis, we found ARHGAP4 in X chromosome was candidate MR disease-causing gene. PCR and Sanger sequencing results were consistent with whole-exome sequencing. ARHGAP4 (T491M) mutation was present in the genome of the proband and his mother is a carrier, while his father, sister, and brother do not carry this mutation. Conclusion: According to clinical information, whole-exome sequencing results and Sanger verification results, ARHGAP4 (T491M) mutation may be disease-causing gene of the MR patient. The relation between ARHGAP4 mutation and MR clinical characteristic is needed to be illuminated with participation of more MR patients."
26707084,Individual differences and specificity of prefrontal gamma frequency-tACS on fluid intelligence capabilities,E Santarnecchi,"Emerging evidence suggests that transcranial alternating current stimulation (tACS) is an effective, frequency-specific modulator of endogenous brain oscillations, with the potential to alter cognitive performance. Here, we show that reduction in response latencies to solve complex logic problem indexing fluid intelligence is obtained through 40 Hz-tACS (gamma band) applied to the prefrontal cortex. This improvement in human performance depends on individual ability, with slower performers at baseline receiving greater benefits. The effect could have not being explained by regression to the mean, and showed task and frequency specificity: it was not observed for trials not involving logical reasoning, as well as with the application of low frequency 5 Hz-tACS (theta band) or non-periodic high frequency random noise stimulation (101-640 Hz). Moreover, performance in a spatial working memory task was not affected by brain stimulation, excluding possible effects on fluid intelligence enhancement through an increase in memory performance. We suggest that such high-level cognitive functions are dissociable by frequency-specific neuromodulatory effects, possibly related to entrainment of specific brain rhythms. We conclude that individual differences in cognitive abilities, due to acquired or developmental origins, could be reduced during frequency-specific tACS, a finding that should be taken into account for future individual cognitive rehabilitation studies."
26706131,Profiling cognitive impairment in treatment-resistant schizophrenia patients,Dorota Frydecka,"The aim of this study was to compare cognitive performance between schizophrenia patients with and without treatment resistance (TRS and non-TRS patients) taking into account psychopathological symptoms and antipsychotic treatment. The following cognitive tests were administered to 53 TRS patients and 32 non-TRS subjects: Rey Auditory Verbal Learning Test (RAVLT), Trail Making Tests (TMT-A and TMT-B), verbal fluency tests (FAS test and Supermarket), as well as selected Wechsler Adults Intelligence Scale (WAIS-R-PI) subtests: Digit Symbol Coding Test, Digit Span Forward and Backward and Similarities. TRS patients performed significantly worse in comparison with non-TRS patients on the measures of processing speed (TMT-A, Stroop test, FAS test, Supermarket test, Digit Symbol Coding test), verbal fluency (FAS test, Supermarket test), cognitive flexibility and executive functions (Stroop test) after controlling for age, illness duration, clinical symptoms severity, the number of years of completed education and antipsychotics' dose. Cognitive performance was associated with negative and general symptomatology. Anticholinergic activity of antipsychotics had debilitating effect on cognitive functioning in non-TRS patients (FAS test) and in TRS patients (TMT-B test, Stroop test, RAVLT subtests, Digit Coding test and Similarities test), while low anticholinergic activity of antipsychotics was associated with better cognitive performance in non-TRS patients (Backward Digit Span test) and in TRS patients (Similarities test). Results of this study indicate that cognitive deficits are more robust in TRS patients than in non-TRS subjects, and are associated with clinical symptoms as well as the treatment with antipsychotics that exert high anticholinergic activity."
26705267,Working Memory Integration Processes in Benign Childhood Epilepsy with Centrotemporal Spikes,Judit Kárpáti,"Objective and background: Benign epilepsy of childhood with centrotemporal spikes (BECTS) is the most frequent focal epilepsy in children; however, the pattern of affected memory processes remains controversial. Previous studies in BECTS imply deficits in complex working memory tasks, but not in simple modality-specific tasks. We studied working memory processes in children with BECTS by comparing performance in memory binding tasks of different complexities. Methods: We compared 17 children with BECTS (aged 6 to 13 years) to 17 healthy children matched for age, sex, and intelligence quotient. We measured spatial and verbal memory components separately and jointly on three single-binding tasks (binding of what and where; what and when; and where and when) and a combined-binding task (integration of what, where, and when). We also evaluated basic visuospatial memory functions with subtests of the Children's Memory Scale, and intellectual abilities with verbal tasks of the Wechsler Intelligence Scale for Children-Fourth Edition and the Raven Progressive Matrices. Results: We found no difference between the BECTS and control groups in single-binding tasks; however, the children with BECTS performed significantly worse on the combined task, which included integration of spatial, verbal, and temporal information. We found no deficits in their intellectual abilities or basic visuospatial memory functions. Conclusions: Children with BECTS may have intact simple maintenance processes of working memory, but difficulty with high-level functions requiring attentional and executive resources. Our findings imply no specific memory dysfunction in BECTS, but suggest difficulties in integrating information within working memory, and possible frontal lobe disturbances."
26703909,Positive Attributes Buffer the Negative Associations Between Low Intelligence and High Psychopathology With Educational Outcomes,Mauricio Scopel Hoffmann,"Objective: This study examines the extent to which children's positive attributes are distinct from psychopathology. We also investigate whether positive attributes change or ""buffer"" the impact of low intelligence and high psychopathology on negative educational outcomes. Method: In a community sample of 2,240 children (6-14 years of age), we investigated associations among positive attributes, psychopathology, intelligence, and negative educational outcomes. Negative educational outcomes were operationalized as learning problems and poor academic performance. We tested the discriminant validity of psychopathology versus positive attributes using confirmatory factor analysis (CFA) and propensity score matching analysis (PSM), and used generalized estimating equations (GEE) models to test main effects and interactions among predictors of educational outcomes. Results: According to both CFA and PSM, positive attributes and psychiatric symptoms were distinct constructs. Positive attributes were associated with lower levels of negative educational outcomes, independent of intelligence and psychopathology. Positive attributes buffer the negative effects of lower intelligence on learning problems, and higher psychopathology on poor academic performance. Conclusion: Children's positive attributes are associated with lower levels of negative school outcomes. Positive attributes act both independently and by modifying the negative effects of low intelligence and high psychiatric symptoms on educational outcomes. Subsequent research should test interventions designed to foster the development of positive attributes in children at high risk for educational problems."
26703793,"Emotional variables, dropout and academic performance in Spanish nursing students",Fátima Roso-Bas,"The dropout of university studies is a main concern in many countries, also for Health Sciences degrees. The reviews on dropout in all university degrees as well as nursing generally show multidimensional causes with factors related both to institutional and students' characteristics. Regarding the personal variables of students, researchers have focused on financial, family and personality features. Far less attention has been devoted to emotional variables. This study aims to explore whether individual variables of the emotional domain such as perceived emotional intelligence, dispositional optimism/pessimism and depressive rumination are related and/or can predict students' intention to dropout and academic performance. Using a cross-correlational approach, data were obtained from a sample of 144 nursing students. Students with a pessimistic disposition revealed a greater tendency to drop out. The remaining variables correlated significantly with pessimism but had no predictive value on dropout. Our results suggest that students with low levels of emotional clarity and repair and high depressive rumination have pessimistic expectations, so they are more likely to leave studies. No significant results were found in relation to academic performance. We conclude with an identification of strategies to increase retention and academic success."
26703116,Contralateral breast cancer: incidence according to ductal or lobular phenotype of the primary,F Langlands,"Aim: To identify differences in the incidence of contralateral breast cancer between patients with a primary tumour diagnosis of invasive ductal carcinoma (IDC) and those with a diagnosis of invasive lobular carcinoma (ILC). Materials and methods: Data from two large cancer registries (registry A & B) the Northern and Yorkshire Cancer Registry Information Service (NYCRIS) and the West Midlands Cancer Intelligence Unit (WMCIU) from 1998-2003 for all cases of invasive breast cancer of either pure ductal or pure lobular reported histology were obtained. The invasive status of the contralateral tumour diagnosis and tumour morphology was collected. Chi-square tests were undertaken to examine the differences in contralateral rates for both registries and univariate analysis to ascertain which predictors affected contralateral breast cancer risk for registry A the WMCIU cases. Results: A total of 38,132 patients were studied, 32,735 patients with IDC and 5397 (14.2%) patients with ILC over the 6-year period. There was no significant difference between the occurrence and time to occurrence of contralateral breast cancer according to original cancer histology, 901 (2.8%) patients with IDC versus 166 (3.1%) patients with ILC (p=0.169). The analysis of registry A cases showed no association between original histology (ductal versus lobular), age at diagnosis, tumour grade, use of radiotherapy for the primary cancer or use of systemic therapy (chemotherapy and/or endocrine therapy), and development of a contralateral breast cancer. Conclusion: There is no apparent increase in risk of developing a contralateral breast cancer according to the primary cancer histology either IDC or ILC. Standard mammographic follow-up does not need to take account of original tumour pathology. Increased intervention or post-treatment surveillance for the contralateral breast is not indicated in the context of ILC. The role of MRI should be restricted to those patients with ILC who are planning breast-conservation surgery, but not for assessing the contralateral breast."
26702361,"The effectiveness of the department of defense's field manual 3-11 in detecting, deterring and degrading the breach of a combat base by a human-borne with bioagent (HBBA): perceptions of security personnel",George Edafese Alakpa,"Background: The department of defense's FM 3-11 is among the military's field manuals for preparing for, reacting to and recovering from chemical, biological, radiological and nuclear attacks. Since post 9-11, U.S. military service members have been deployed in the global war on terrorism. This study attempted to determine the effectiveness of the FM 3-11 in detecting, deterring or preventing a human-borne with bioagent (HBBA) terrorist breach at an entry control point (ECP). Method: This time-specific, cross-sectional study disseminated a validated survey tool with Cronbach's α > 0.82 to respondents who have had antiterrorism training and combat ECP experience. The return rate was greater than 75.0 %; however, many of the respondents failed to meet the inclusion criteria. Consequently, only 26 questionnaires were included in the sample. Results: The results revealed that while over 60.0 % of the respondents either strongly agreed or agreed that biointelligence, the deployment of biodetectors and the use of biowarning systems could be effective in preventing an ECP breach by a terrorist with a bioagent, the use of protective equipment and immunization to decontaminate service members or other TTPs would never prevent a breach. A large percentage of respondents claimed that soldiers at the ECP lacked the devices or the knowledge to detect an HBBA at an ECP, and 72.0 % suggested modifying current ECP TTPs to include education, training and equipment for security personnel at military base ECPs. Conclusion: If obtained from appropriate sources and communicated to the personnel at the ECP in an effective or timely manner, the possible effectiveness of certain TTPs in the FM 3-11, specifically FM 3-11.86 (intelligence), might increase."
26701168,Gray matter responsiveness to adaptive working memory training: a surface-based morphometry study,Francisco J Román,"Here we analyze gray matter indices before and after completing a challenging adaptive cognitive training program based on the n-back task. The considered gray matter indices were cortical thickness (CT) and cortical surface area (CSA). Twenty-eight young women (age range 17-22 years) completed 24 training sessions over the course of 3 months (12 weeks, 24 sessions), showing expected performance improvements. CT and CSA values for the training group were compared with those of a matched control group. Statistical analyses were computed using a ROI framework defined by brain areas distinguished by their genetic underpinning. The interaction between group and time was analyzed. Middle temporal, ventral frontal, inferior parietal cortices, and pars opercularis were the regions where the training group showed conservation of gray matter with respect to the control group. These regions support working memory, resistance to interference, and inhibition. Furthermore, an interaction with baseline intelligence differences showed that the expected decreasing trend at the biological level for individuals showing relatively low intelligence levels at baseline was attenuated by the completed training."
26700405,Involvement of NRN1 gene in schizophrenia-spectrum and bipolar disorders and its impact on age at onset and cognitive functioning,Mar Fatjó-Vilas,"Objectives: Neuritin 1 gene (NRN1) is involved in neurodevelopment processes and synaptic plasticity and its expression is regulated by brain-derived neurotrophic factor (BDNF). We aimed to investigate the association of NRN1 with schizophrenia-spectrum disorders (SSD) and bipolar disorders (BPD), to explore its role in age at onset and cognitive functioning, and to test the epistasis between NRN1 and BDNF. Methods: The study was developed in a sample of 954 SSD/BPD patients and 668 healthy subjects. Genotyping analyses included 11 SNPs in NRN1 and one functional SNP in BDNF. Results: The frequency of the haplotype C-C (rs645649-rs582262) was significantly increased in patients compared to controls (P = 0.0043), while the haplotype T-C-C-T-C-A (rs3763180-rs10484320-rs4960155-rs9379002-rs9405890-rs1475157) was more frequent in controls (P = 3.1 × 10(-5)). The variability at NRN1 was nominally related to changes in age at onset and to differences in intelligence quotient, in SSD patients. Epistasis between NRN1 and BDNF was significantly associated with the risk for SSD/BPD (P = 0.005). Conclusions: Results suggest that: (i) NRN1 variability is a shared risk factor for both SSD and BPD, (ii) NRN1 may have a selective impact on age at onset and intelligence in SSD, and (iii) the role of NRN1 seems to be not independent of BDNF."
26700299,Intelligence and socioeconomic position in childhood in relation to frailty and cumulative allostatic load in later life: the Lothian Birth Cohort 1936,Catharine R Gale,"Background: Information on childhood determinants of frailty or allostatic load in later life is sparse. We investigated whether lower intelligence and greater socioeconomic disadvantage in childhood increased the risk of frailty and higher allostatic load, and explored the mediating roles of adult socioeconomic position, educational attainment and health behaviours. Methods: Participants were 876 members of the Lothian Birth Cohort 1936 whose intelligence was assessed at age 11. At age 70, frailty was assessed using the Fried criteria. Measurements were made of fibrinogen, triglyceride, total and high-density lipoprotein cholesterol, albumin, glycated haemoglobin, C reactive protein, body mass index and blood pressure, from which an allostatic load score was calculated. Results: In sex-adjusted analyses, lower intelligence and lower social class in childhood were associated with an increased risk of frailty: relative risks (95% CIs) were 1.57 (1.21 to 2.03) for a SD decrease in intelligence and 1.48 (1.12 to 1.96) for a category decrease in social class. In the fully adjusted model, both associations ceased to be significant: relative risks were 1.13 (0.83 to 1.54) and 1.19 (0.86 to 1.61), respectively. Educational attainment had a significant mediating effect. Lower childhood intelligence in childhood, but not social class, was associated with higher allostatic load. The sex-adjusted coefficient for allostatic load for a SD decrease in intelligence was 0.10 (0.07 to 0.14). In the fully adjusted model, this association was attenuated but remained significant (0.05 (0.01 to 0.09)). Conclusions: Further research will need to investigate the mechanisms whereby lower childhood intelligence is linked to higher allostatic load in later life."
26696930,The Biggest Loser Thinks Long-Term: Recency as a Predictor of Success in Weight Management,Gilly Koritzky,"Only a minority of participants in behavioral weight management lose weight significantly. The ability to predict who is likely to benefit from weight management can improve the efficiency of obesity treatment. Identifying predictors of weight loss can also reveal potential ways to improve existing treatments. We propose a neuro-psychological model that is focused on recency: the reliance on recent information at the expense of time-distant information. Forty-four weight-management patients completed a decision-making task and their recency level was estimated by a mathematical model. Impulsivity and risk-taking were also measured for comparison. Weight loss was measured in the end of the 16-week intervention. Consistent with our hypothesis, successful dieters (n = 12) had lower recency scores than unsuccessful ones (n = 32; p = 0.006). Successful and unsuccessful dieters were similar in their demographics, intelligence, risk taking, impulsivity, and delay of gratification. We conclude that dieters who process time-distant information in their decision making are more likely to lose weight than those who are high in recency. We argue that having low recency facilitates future-oriented thinking, and thereby contributes to behavior change treatment adherence. Our findings underline the importance of choosing the right treatment for every individual, and outline a way to improve weight-management processes for more patients."
26696809,"Learning, Memory, and Executive Function in New MDMA Users: A 2-Year Follow-Up Study",Daniel Wagner,"3,4-Methylenedioxymethamphetamine (MDMA) is associated with changes in neurocognitive performance. Recent studies in laboratory animals have provided additional support for the neurodegeneration hypothesis. However, results from animal research need to be applied to humans with caution. Moreover, several of the studies that examine MDMA users suffer from methodological shortcomings. Therefore, a prospective cohort study was designed in order to overcome these previous methodological shortcomings and to assess the relationship between the continuing use of MDMA and cognitive performance in incipient MDMA users. It was hypothesized that, depending on the amount of MDMA taken, the continued use of MDMA over a 2-year period would lead to further decreases in cognitive performance, especially in visual paired association learning tasks. Ninety-six subjects were assessed, at the second follow-up assessment: 31 of these were non-users, 55 moderate-users, and 10 heavy-users. Separate repeated measures analyses of variance were conducted for each cognitive domain, including attention and information processing speed, episodic memory, and executive functioning. Furthermore, possible confounders including age, general intelligence, cannabis use, alcohol use, use of other concomitant substances, recent medical treatment, participation in sports, level of nutrition, sleep patterns, and subjective well-being were assessed. The Repeated measures analysis of variance (rANOVA) revealed that a marginally significant change in immediate and delayed recall test performances of visual paired associates learning had taken place within the follow-up period of 2 years. No further deterioration in continuing MDMA-users was observed in the second follow-up period. No significant differences with the other neuropsychological tests were noted. It seems that MDMA use can impair visual paired associates learning in new users. However, the groups differed in their use of concomitant use of illicit drugs. Therefore, performance differences between the groups cannot completely ascribed to the use of MDMA."
26696646,Progression of White Matter Disease and Cortical Thinning Are Not Related in Older Community-Dwelling Subjects,David Alexander Dickie,"Background and purpose: We assessed cross-sectional and longitudinal relationships between whole brain white matter hyperintensity (WMH) volume and regional cortical thickness. Methods: We measured WMH volume and regional cortical thickness on magnetic resonance imaging at ≈73 and ≈76 years in 351 community-dwelling subjects from the Lothian Birth Cohort 1936. We used multiple linear regression to calculate cross-sectional and longitudinal associations between regional cortical thickness and WMH volume controlling for age, sex, Mini Mental State Examination, education, intelligence quotient at age 11, and vascular risk factors. Results: We found cross-sectional associations between WMH volume and cortical thickness within and surrounding the Sylvian fissure at 73 and 76 years (rho=-0.276, Q=0.004). However, we found no significant longitudinal associations between (1) baseline WMH volume and change in cortical thickness; (2) baseline cortical thickness and change in WMH volume; or (3) change in WMH volume and change in cortical thickness. Conclusions: Our results show that WMH volume and cortical thinning both worsen with age and are associated cross-sectionally within and surrounding the Sylvian fissure. However, changes in WMH volume and cortical thinning from 73 to 76 years are not associated longitudinally in these relatively healthy older subjects. The underlying cause(s) of WMH growth and cortical thinning have yet to be fully determined."
26695840,Strain-Gated Field Effect Transistor of a MoS2-ZnO 2D-1D Hybrid Structure,Libo Chen,"Two-dimensional (2D) molybdenum disulfide (MoS2) is an exciting material due to its unique electrical, optical, and piezoelectric properties. Owing to an intrinsic band gap of 1.2-1.9 eV, monolayer or a-few-layer MoS2 is used for fabricating field effect transistors (FETs) with high electron mobility and on/off ratio. However, the traditional FETs are controlled by an externally supplied gate voltage, which may not be sensitive enough to directly interface with a mechanical stimulus for applications in electronic skin. Here we report a type of top-pressure/force-gated field effect transistors (PGFETs) based on a hybrid structure of a 2D MoS2 flake and 1D ZnO nanowire (NW) array. Once an external pressure is applied, the piezoelectric polarization charges created at the tips of ZnO NWs grown on MoS2 act as a gate voltage to tune/control the source-drain transport property in MoS2. At a 6.25 MPa applied stimulus on a packaged device, the source-drain current can be tuned for ∼25%, equivalent to the results of applying an extra -5 V back gate voltage. Another type of PGFET with a dielectric layer (Al2O3) sandwiched between MoS2 and ZnO also shows consistent results. A theoretical model is proposed to interpret the received data. This study sets the foundation for applying the 2D material-based FETs in the field of artificial intelligence."
26694416,Flexibility Support for Homecare Applications Based on Models and Multi-Agent Technology,Aintzane Armentia,"In developed countries, public health systems are under pressure due to the increasing percentage of population over 65. In this context, homecare based on ambient intelligence technology seems to be a suitable solution to allow elderly people to continue to enjoy the comforts of home and help optimize medical resources. Thus, current technological developments make it possible to build complex homecare applications that demand, among others, flexibility mechanisms for being able to evolve as context does (adaptability), as well as avoiding service disruptions in the case of node failure (availability). The solution proposed in this paper copes with these flexibility requirements through the whole life-cycle of the target applications: from design phase to runtime. The proposed domain modeling approach allows medical staff to design customized applications, taking into account the adaptability needs. It also guides software developers during system implementation. The application execution is managed by a multi-agent based middleware, making it possible to meet adaptation requirements, assuring at the same time the availability of the system even for stateful applications."
